		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101101   17   24   25   21   23   31   30   28  6.638520 0.576087 SUCCESS  21
000101111   27   23   26   23   21   14   16   18 10.354212 0.241040 SUCCESS  22
000110011   26   27   19   27   20   23   27   15  6.848367 0.553078 SUCCESS  23
000110101   22   23   35   20   26   33   21   33 12.775072 0.119827 SUCCESS  24
000110111   27   22   25   23   20   36   29   20  8.867406 0.353605 SUCCESS  25
000111001   27   32   31   29   22   28   16   27  9.546597 0.298301 SUCCESS  26
000111011   37   25   34   26   23   21   25   19 12.579788 0.127149 SUCCESS  27
000111101   25   22   25   32   23   23   25   22  3.147238 0.924780 SUCCESS  28
000111111   24   21   27   24   29   23   23   22  2.096014 0.977926 SUCCESS  29
001000011   22   27   19   19   28   22   31   31  7.485854 0.485230 SUCCESS  30
001000101   26   20   24   34   24   18   29   18  9.213621 0.324597 SUCCESS  31
001000111   22   26   24   28   34   23   22   26  5.249686 0.730586 SUCCESS  32
001001011   28   27   28   26   27   20   20   29  4.317618 0.827390 SUCCESS  33
001001101   21   25   25   17   25   23   27   33  6.358502 0.607142 SUCCESS  34
001001111   26   27   24   25   26   21   28   22  1.808715 0.986325 SUCCESS  35
001010011   27   16   23   24   22   23   25   28  4.256054 0.833314 SUCCESS  36
001010101   26   24   22   27   20   31   18   25  5.061684 0.750963 SUCCESS  37
001010111   19   34   26   28   24   22   16   21  9.526737 0.299825 SUCCESS  38
001011011   15   29   17   29   20   24   29   35 14.340655 0.073307 SUCCESS  39
001011101   28   29   34   20   30   19   29   23  9.716064 0.285523 SUCCESS  40
001011111   22   25   25   33   16   18   18   25  9.881559 0.273438 SUCCESS  41
001100101   22   20   17   26   26   22   18   22  5.821637 0.667203 SUCCESS  42
001100111   29   26   21   23   24   28   27   19  3.655639 0.886781 SUCCESS  43
001101011   18   21   24   17   31   31   23   27  8.611881 0.376087 SUCCESS  44
001101101   27   31   22   21   24   23   24   24  2.969166 0.936278 SUCCESS  45
001101111   20   30   24   26   21   23   18   12 11.083714 0.197001 SUCCESS  46
001110101   28   24   25   28   26   33   25   21  4.869048 0.771476 SUCCESS  47
001110111   26   15   25   25   26   26   26   30  5.536985 0.698939 SUCCESS  48
001111011   27   25   25   25   19   21   24   18  3.797964 0.874876 SUCCESS  49
001111101   28   29   22   28   25   24   19   29  4.393746 0.819967 SUCCESS  50
001111111   17   20   25   25   33   29   23   24  7.290570 0.505631 SUCCESS  51
010000011   27   26   31   29   23   28   28   15  8.063100 0.427331 SUCCESS  52
010000111   26   20   22   28   22   27   24   21  2.748064 0.949160 SUCCESS  53
010001011   19   26   26   28   27   21   29   21  4.164039 0.842028 SUCCESS  54
010001111   21   21   28   31   32   26   27   28  6.767606 0.561901 SUCCESS  55
010010011   24   18   21   28   31   21   34   20  9.841178 0.276351 SUCCESS  56
010010111   28   24   24   26   29   17   23   26  4.079306 0.849898 SUCCESS  57
010011011   24   34   26   26   21   17   25   28  7.503065 0.483451 SUCCESS  58
010011111   20   31   21   27   27   25   27   33  7.165456 0.518891 SUCCESS  59
010100011   24   32   32   32   21   30   25   19 10.419748 0.236792 SUCCESS  60
010100111   28   16   23   25   22   25   24   26  4.010460 0.856179 SUCCESS  61
010101011   26   26   20   21   23   32   24   26  4.172645 0.841220 SUCCESS  62
010101111   25   25   22   23   25   35   23   23  5.299996 0.725083 SUCCESS  63
010110011   26   26   25   23   21   27   22   20  2.154930 0.975890 SUCCESS  64
010110111   19   26   18   32   22   24   28   28  6.875508 0.550122 SUCCESS  65
010111011   23   36   29   25   30   19   34   32 15.615628 0.048224 SUCCESS  66
010111111   17   22   28   31   21   25   21   25  5.967934 0.650824 SUCCESS  67
011000111   18   29   34   29   22   26   24   20  8.613205 0.375968 SUCCESS  68
011001111   32   31   25   26   22   20   27   29  6.665661 0.573097 SUCCESS  69
011010111   20   19   26   17   29   31   26   31  9.180522 0.327297 SUCCESS  70
011011111   19   30   25   21   27   21   15   23  7.669884 0.466363 SUCCESS  71
011101111   32   23   25   22   17   21   30   26  7.036369 0.532714 SUCCESS  72
011111111   18   26   25   29   30   31   15   27  9.960334 0.267821 SUCCESS  73
100000000   22   22   22   26   27   29   23   21  2.595809 0.957113 SUCCESS  74
100010000   22   19   19   19   27   20   38   30 14.221498 0.076172 SUCCESS  75
100100000   29   25   25   36   23   27   20   22  8.063100 0.427331 SUCCESS  76
100101000   30   22   24   29   27   19   24   23  4.087911 0.849106 SUCCESS  77
100110000   21   24   26   24   22   22   20   24  1.925223 0.983219 SUCCESS  78
100111000   33   17   25   27   23   33   27   16 12.248136 0.140471 SUCCESS  79
101000000   21   26   24   13   21   23   24   22  6.931777 0.544011 SUCCESS  80
101000100   24   22   21   19   29   21   27   26  3.756260 0.878418 SUCCESS  81
101001000   18   23   24   28   23   25   25   20  3.306775 0.913658 SUCCESS  82
101001100   25   21   24   24   19   21   19   21  3.966107 0.860168 SUCCESS  83
101010000   25   22   44   26   18   27   18   21 20.890945 0.007443 FAILURE  84
101010100   28   19   33   36   20   26   19   24 12.790960 0.119247 SUCCESS  85
101011000   15   26   21   19   21   23   24   20  6.973481 0.539497 SUCCESS  86
101011100   21   25   27   24   27   17   31   23  5.333095 0.721453 SUCCESS  87
101100000   26   30   24   22   18   18   23   30  6.569674 0.583690 SUCCESS  88
101100100   22   24   20   28   30   21   20   26  4.366605 0.822626 SUCCESS  89
101101000   24   30   31   22   30   21   20   16  9.052760 0.337865 SUCCESS  90
101101100   21   26   23   23   25   20   17   29  4.814765 0.777178 SUCCESS  91
101110000   21   19   22   24   28   32   33   21  8.595994 0.377514 SUCCESS  92
101110100   29   27   27   27   21   18   23   25  4.079306 0.849898 SUCCESS  93
101111000   29   22   28   28   27   31   28   26  5.031233 0.754233 SUCCESS  94
101111100   33   19   26   22   17   25   17   23  9.457892 0.305152 SUCCESS  95
110000000   24   23   24   23   32   21   27   26  3.511989 0.898257 SUCCESS  96
110000010   31   28   23   10   21   25   12   29 19.176417 0.013944 SUCCESS  97
110000100   20   24   24   24   19   24   26   35  6.951636 0.541860 SUCCESS  98
110001000   16   32   18   20   22   19   24   32 11.923766 0.154638 SUCCESS  99
110001010   24   26   23   25   22   24   29   18  3.095604 0.928215 SUCCESS 100
110010000   35   28   22   36   33   27   22   28 15.471978 0.050592 SUCCESS 101
110010010   21   30   21   26   27   19   23   37 10.748752 0.216346 SUCCESS 102
110010100   23   16   24   17   32   19   23   20  9.982180 0.266279 SUCCESS 103
110011000   20   29   17   34   19   31   25   26 11.146602 0.193530 SUCCESS 104
110011010   19   19   26   29   18   30   27   18  8.560247 0.380738 SUCCESS 105
110100000   19   28   28   18   26   25   19   21  5.916300 0.656607 SUCCESS 106
110100010   20   25   23   28   25   27   22   18  3.747654 0.879143 SUCCESS 107
110100100   19   20   27   36   27   23   36   20 14.935112 0.060420 SUCCESS 108
110101000   20   30   36   30   22   28   17   23 12.375899 0.135204 SUCCESS 109
110101010   28   21   31   30   23   27   25   25  4.614847 0.797836 SUCCESS 110
110101100   19   24   22   14   20   34   25   21 11.296209 0.185474 SUCCESS 111
110110000   24   30   27   22   27   17   25   34  8.393428 0.396012 SUCCESS 112
110110010   26   24   17   32   30   25   26   22  6.579603 0.582592 SUCCESS 113
110110100   34   30   30   28   24   19   25   21  8.860124 0.354233 SUCCESS 114
110111000   20   22   19   20   21   34   29   23  8.492725 0.386876 SUCCESS 115
110111010   29   30   25   25   16   24   31   24  7.105215 0.525325 SUCCESS 116
110111100   18   29   28   29   26   28   33   22  8.114735 0.422344 SUCCESS 117
111000000   28   16   17   16   30   30   31   29 14.247315 0.075543 SUCCESS 118
111000010   20   19   19   27   21   31   27   24  6.204923 0.624289 SUCCESS 119
111000100   16   27   23   27   26   23   18   22  5.814355 0.668018 SUCCESS 120
111000110   32   22   24   29   28   24   19   26  5.495280 0.703563 SUCCESS 121
111001000   27   20   27   30   28   25   24   24  3.300817 0.914087 SUCCESS 122
111001010   26   17   27   26   29   23   23   18  5.620395 0.689668 SUCCESS 123
111001100   23   25   14   45   29   29   22   27 24.985290 0.001564 FAILURE 124
111010000   22   31   31   25   26   30   21   24  5.885849 0.660017 SUCCESS 125
111010010   14   29   24   29   29   18   34   27 13.206021 0.104955 SUCCESS 126
111010100   14   34   35   24   24   27   22   27 14.079173 0.079725 SUCCESS 127
111010110   21   30   21   17   32   34   24   25 11.002952 0.201532 SUCCESS 128
111011000   28   28   30   25   23   17   31   30  8.021395 0.431383 SUCCESS 129
111011010   29   28   26   28   19   14   21   19  9.644570 0.290864 SUCCESS 130
111011100   20   22   16   18   30   34   27   30 12.637381 0.124950 SUCCESS 131
111100000   24   19   18   19   24   34   24   31  9.976222 0.266699 SUCCESS 132
111100010   22   29   26   24   22   25   28   19  3.299493 0.914182 SUCCESS 133
111100100   18   31   20   24   24   25   30   30  7.088004 0.527168 SUCCESS 134
111100110   19   23   21   36   21   29   27   20 10.002039 0.264883 SUCCESS 135
111101000   29   22   27   25   25   19   18   25  4.442733 0.815135 SUCCESS 136
111101010   20   32   28   30   27   21   17   25  8.257060 0.408771 SUCCESS 137
111101100   34   27   23   37   19   20   33   19 17.426804 0.025959 SUCCESS 138
111101110   34   27   26   13   18   26   26   21 12.246812 0.140527 SUCCESS 139
111110000   24   19   19   19   24   37   18   29 13.076935 0.109230 SUCCESS 140
111110010   21   29   25   32   24   19   30   23  6.503476 0.591022 SUCCESS 141
111110100   17   24   26   28   19   25   17   24  6.559744 0.584789 SUCCESS 142
111110110   27   30   25   29   18   13   24   21 10.263521 0.247015 SUCCESS 143
111111000   24   24   23   29   24   35   21   24  6.257881 0.618370 SUCCESS 144
111111010   12   27   28   25   22   21   15   30 13.168950 0.106167 SUCCESS 145
111111100   24   28   21   28   33   33   23   23  8.030001 0.430545 SUCCESS 146
111111110   18   26   25   29   30   31   15   27  9.960334 0.267821 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   28   27   21   20   24   20   30   27  4.587706 0.800596 SUCCESS   0
000000011   26   28   21   16   21   22   29   28  6.315473 0.611940 SUCCESS   1
000000101   26   23   29   33   23   20   19   35 11.122109 0.194876 SUCCESS   2
000000111   25   25   13   17   19   24   23   23  9.261284 0.320736 SUCCESS   3
000001001   32   29   21   22   25   27   33   27  7.801618 0.453085 SUCCESS   4
000001011   25   25   22   27   22   19   25   32  4.502973 0.809136 SUCCESS   5
000001101   20   20   26   23   19   34   40   34 21.189498 0.006661 FAILURE   6
000001111   15   27   20   24   22   25   25   18  6.864255 0.551347 SUCCESS   7
000010001   23   19   23   27   25   25   25   30  3.062505 0.930374 SUCCESS   8
000010011   35   24   24   30   28   23   24   30  8.073030 0.426369 SUCCESS   9
000010101   22   15   26   22   28   32   27   24  7.629503 0.470472 SUCCESS  10
000010111   32   28   27   24   28   17   24   23  6.249275 0.619331 SUCCESS  11
000011001   33   29   25   29   24   30   23   28  6.912579 0.546093 SUCCESS  12
000011011   26   23   23   23   18   27   43   29 17.935205 0.021718 SUCCESS  13
000011101   30   23   17   19   24   26   21   18  7.305133 0.504097 SUCCESS  14
000011111   17   28   20   20   21   24   24   26  5.119276 0.744755 SUCCESS  15
000100011   24   23   23   34   21   25   26   24  4.698257 0.789286 SUCCESS  16
000100101   23   25   23   29   26   32   29   19  5.766692 0.673347 SUCCESS  17
000100111   28   19   30   32   27   24   17   24  8.180933 0.415999 SUCCESS  18
000101001   26   27   25   24   15   22   21   34  8.798560 0.359573 SUCCESS  19
000101011   22   18   26   24   15   29   23   22  7.059539 0.530223 SUCCESS  20
000101101   25   21   18   26   25   22   27   27  3.180337 0.922536 SUCCESS  21
000101111   32   22   25   24   37   22   27   21 10.461453 0.234119 SUCCESS  22
000110011   24   25   31   31   29   34   22   34 12.667170 0.123826 SUCCESS  23
000110101   22   25   23   25   21   29   22   30  3.316705 0.912940 SUCCESS  24
000110111   32   21   19   25   17   20   28   25  7.890985 0.444191 SUCCESS  25
000111001   28   25   29   32   21   18   26   16  9.230832 0.323199 SUCCESS  26
000111011   29   20   21   18   16   33   22   18 12.041599 0.149357 SUCCESS  27
000111101   18   33   29   23   19   16   20   17 13.210655 0.104804 SUCCESS  28
000111111   20   27   28   26   25   22   17   24  4.349393 0.824305 SUCCESS  29
001000011   25   24   24   13   22   15   21   18 11.743046 0.163042 SUCCESS  30
001000101   18   21   26   33   19   20   21   36 13.713098 0.089557 SUCCESS  31
001000111   22   28   26   35   15   17   35   24 16.493413 0.035838 SUCCESS  32
001001011   27   28   25   36   30   29   22   20  9.843826 0.276159 SUCCESS  33
001001101   27   31   18   21   26   25   26   27  4.876329 0.770709 SUCCESS  34
001001111   28   24   26   34   31   25   22   22  6.919861 0.545303 SUCCESS  35
001010011   27   20   27   23   17   28   25   23  4.442733 0.815135 SUCCESS  36
001010101   23   30   21   19   26   30   20   29  6.290980 0.614673 SUCCESS  37
001010111   17   20   28   24   20   30   19   16 10.066913 0.260361 SUCCESS  38
001011011   26   38   20   25   29   23   21   21 10.740146 0.216862 SUCCESS  39
001011101   22   20   18   20   25   18   21   27  6.143359 0.631177 SUCCESS  40
001011111   33   24   23   29   33   25   23   23  7.436867 0.490313 SUCCESS  41
001100101   25   22   18   28   30   36   23   23  9.740557 0.283710 SUCCESS  42
001100111   30   28   28   26   27   33   15   26  9.809403 0.278659 SUCCESS  43
001101011   21   26   20   24   20   30   24   23  3.662920 0.886184 SUCCESS  44
001101101   27   25   24   21   28   27   28   19  3.418650 0.905411 SUCCESS  45
001101111   26   17   19   32   30   22   19   24  8.924998 0.348663 SUCCESS  46
001110101   30   28   23   22   20   26   22   21  3.866810 0.868936 SUCCESS  47
001110111   27   25   22   22   18   31   27   21  5.146417 0.741818 SUCCESS  48
001111011   26   32   34   20   23   25   21   12 14.382359 0.072328 SUCCESS  49
001111101   28   26   22   30   27   28   35   24  7.836041 0.449648 SUCCESS  50
001111111   20   20   30   26   27   24   17   19  6.924495 0.544801 SUCCESS  51
010000011   23   28   31   27   20   26   25   31  5.555521 0.696881 SUCCESS  52
010000111   22   25   28   19   32   17   18   22  8.788630 0.360440 SUCCESS  53
010001011   17   15   22   34   22   25   22   31 12.559929 0.127915 SUCCESS  54
010001111   23   29   30   27   21   21   21   17  6.382995 0.604413 SUCCESS  55
010010011   22   33   20   21   23   20   37   24 12.324264 0.137312 SUCCESS  56
010010111   25   22   22   34   29   27   23   23  5.758086 0.674309 SUCCESS  57
010011011   26   22   19   27   25   21   37   21  9.595583 0.294565 SUCCESS  58
010011111   23   22   23   27   29   29   18   18  5.959328 0.651788 SUCCESS  59
010100011   23   21   27   21   29   29   20   19  5.196728 0.736358 SUCCESS  60
010100111   29   23   20   13   23   18   26   25  9.245396 0.322020 SUCCESS  61
010101011   23   32   22   16   36   28   22   31 14.104990 0.079070 SUCCESS  62
010101111   17   23   25   23   31   19   23   21  6.153288 0.630066 SUCCESS  63
010110011   22   21   25   27   32   19   18   29  7.349486 0.499437 SUCCESS  64
010110111   24   25   26   20   26   26   24   20  1.994069 0.981193 SUCCESS  65
010111011   27   20   16   22   30   21   18   27  8.178285 0.416252 SUCCESS  66
010111111   27   26   27   19   28   16   19   17  9.008407 0.341587 SUCCESS  67
011000111   29   21   31   29   20   19   16   19 10.407171 0.237602 SUCCESS  68
011001111   24   31   30   28   27   28   13   27 10.359508 0.240694 SUCCESS  69
011010111   26   33   17   25   23   26   30   25  7.113821 0.524404 SUCCESS  70
011011111   23   17   26   24   23   26   26   23  2.900320 0.940456 SUCCESS  71
011101111   29   24   20   18   26   33   19   19  9.170592 0.328110 SUCCESS  72
011111111   18   25   25   15   22   26   24   15  9.608823 0.293561 SUCCESS  73
100000000   28   27   21   20   24   20   30   27  4.587706 0.800596 SUCCESS  74
100010000   29   18   27   20   27   16   37   21 14.230104 0.075962 SUCCESS  75
100100000   17   18   26   21   19   29   27   33 10.204605 0.250958 SUCCESS  76
100101000   26   20   26   28   17   30   16   18  9.957686 0.268008 SUCCESS  77
100110000   24   35   26   31   25   30   35   38 20.667857 0.008084 FAILURE  78
100111000   32   20   23   21   19   20   26   30  7.332274 0.501243 SUCCESS  79
101000000   23   23   14   27   18   24   22   19  8.253088 0.409146 SUCCESS  80
101000100   19   22   34   31   30   18   21   28 11.333280 0.183521 SUCCESS  81
101001000   20   21   21   16   21   20   31   24  7.948578 0.438509 SUCCESS  82
101001100   18   21   31   29   28   33   27   30 10.267493 0.246751 SUCCESS  83
101010000   26   22   18   29   20   33   28   27  7.774477 0.455804 SUCCESS  84
101010100   20   18   21   22   18   19   24   27  6.549814 0.585888 SUCCESS  85
101011000   28   16   22   30   18   37   15   27 17.602229 0.024415 SUCCESS  86
101011100   19   30   30   25   16   31   18   23 10.560750 0.227851 SUCCESS  87
101100000   25   25   22   26   22   32   26   25  3.198873 0.921264 SUCCESS  88
101100100   23   19   20   29   24   20   24   22  4.111081 0.846965 SUCCESS  89
101101000   30   24   20   22   35   25   18   32 11.359098 0.182170 SUCCESS  90
101101100   30   31   18   22   23   27   26   20  6.451841 0.596754 SUCCESS  91
101110000   22   30   27   18   13   23   19   26 10.525003 0.230092 SUCCESS  92
101110100   22   27   26   27   29   15   25   14 10.161576 0.253868 SUCCESS  93
101111000   28   29   17   24   25   23   23   16  6.941706 0.542935 SUCCESS  94
101111100   30   23   27   31   35   30   32   29 12.981610 0.112484 SUCCESS  95
110000000   27   27   27   19   27   23   34   36 12.072712 0.147989 SUCCESS  96
110000010   27   32   27   23   26   25   27   23  3.598046 0.891448 SUCCESS  97
110000100   27   29   28   28   24   17   25   32  7.072116 0.528872 SUCCESS  98
110001000   29   25   31   32   21   22   33   31 10.920867 0.206223 SUCCESS  99
110001010   22   28   29   18   17   29   13   26 12.254094 0.140222 SUCCESS 100
110010000   17   25   22   27   25   24   24   30  4.222955 0.836468 SUCCESS 101
110010010   29   21   30   27   26   14   23   20  8.594670 0.377633 SUCCESS 102
110010100   26   20   27   25   20   28   19   25  3.849599 0.870432 SUCCESS 103
110011000   21   38   27   38   25   30   29   34 22.599515 0.003918 FAILURE 104
110011010   25   19   21   23   25   21   25   32  4.790272 0.779739 SUCCESS 105
110100000   22   24   23   28   18   25   25   26  2.756670 0.948688 SUCCESS 106
110100010   20   19   18   30   31   20   27   25  8.086269 0.425089 SUCCESS 107
110100100   23   20   20   20   21   19   35   22  9.271213 0.319936 SUCCESS 108
110101000   28   25   22   25   21   33   23   29  5.427759 0.711030 SUCCESS 109
110101010   20   20   22   19   28   17   26   29  6.992017 0.537494 SUCCESS 110
110101100   25   19   26   27   17   23   16   24  7.042327 0.532073 SUCCESS 111
110110000   29   19   20   26   29   26   28   26  4.724074 0.786619 SUCCESS 112
110110010   30   23   20   21   20   25   27   20  4.662510 0.792963 SUCCESS 113
110110100   25   20   29   20   33   29   21   25  7.088004 0.527168 SUCCESS 114
110111000   20   31   21   18   24   30   26   24  6.341291 0.609060 SUCCESS 115
110111010   30   32   21   22   22   24   26   19  6.104302 0.635550 SUCCESS 116
110111100   26   26   17   28   28   28   21   17  6.993341 0.537351 SUCCESS 117
111000000   33   29   22   20   22   19   22   27  7.103891 0.525466 SUCCESS 118
111000010   21   27   28   27   30   14   24   23  7.612292 0.472228 SUCCESS 119
111000100   30   32   23   29   23   29   20   28  7.106539 0.525183 SUCCESS 120
111000110   25   29   30   23   25   34   30   23  7.657968 0.467573 SUCCESS 121
111001000   18   31   21   29   25   16   25   22  8.229919 0.411339 SUCCESS 122
111001010   20   28   26   23   30   28   23   23  3.605328 0.890863 SUCCESS 123
111001100   27   35   26   31   25   27   25   24  7.327641 0.501730 SUCCESS 124
111010000   18   26   23   28   19   28   30   15  9.331453 0.315111 SUCCESS 125
111010010   21   25   24   21   18   15   24   18  8.218665 0.412407 SUCCESS 126
111010100   25   32   18   22   29   32   22   21  8.519866 0.384401 SUCCESS 127
111010110   33   20   22   24   20   27   17   21  8.119368 0.421898 SUCCESS 128
111011000   36   21   25   20   29   25   24   29  8.842912 0.355721 SUCCESS 129
111011010   26   15   31   22   34   23   26   24 10.045068 0.261877 SUCCESS 130
111011100   16   26   28   26   28   30   27   28  6.470377 0.594695 SUCCESS 131
111100000   33   26   23   23   33   20   22   21  8.096199 0.424130 SUCCESS 132
111100010   27   28   23   31   24   31   19   17  8.172327 0.416820 SUCCESS 133
111100100   24   26   16   24   22   14   18   24  9.676345 0.288481 SUCCESS 134
111100110   20   32   21   26   29   29   17   28  8.528472 0.383619 SUCCESS 135
111101000   23   23   23   33   23   25   33   16  9.604189 0.293912 SUCCESS 136
111101010   17   21   25   21   26   22   25   22  3.924402 0.863879 SUCCESS 137
111101100   33   23   24   19   31   28   22   23  7.181343 0.517200 SUCCESS 138
111101110   21   32   32   24   27   29   24   23  6.665661 0.573097 SUCCESS 139
111110000   25   24   21   26   30   21   26   19  3.782077 0.876231 SUCCESS 140
111110010   30   21   26   25   24   17   18   26  6.111584 0.634734 SUCCESS 141
111110100   19   23   29   17   22   23   34   18 10.500510 0.231637 SUCCESS 142
111110110   26   21   26   21   33   29   21   25  5.732269 0.677193 SUCCESS 143
111111000   27   22   21   30   29   26   19   19  5.824284 0.666907 SUCCESS 144
111111010   17   21   24   18   22   20   24   13 11.124095 0.194766 SUCCESS 145
111111100   23   24   23   22   26   21   19   19  3.483524 0.900465 SUCCESS 146
111111110   19   25   25   15   22   26   24   15  9.109028 0.333182 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   18   21   23   31   21   18   21   28  7.415684 0.492518 SUCCESS   0
000000011   22   20   18   30   16   27   28   17 10.270803 0.246531 SUCCESS   1
000000101   22   29   23   25   22   22   23   27  2.096014 0.977926 SUCCESS   2
000000111   24   19   25   29   22   35   21   17  9.967616 0.267306 SUCCESS   3
000001001   20   24   25   29   26   22   23   26  2.282693 0.971096 SUCCESS   4
000001011   14   28   13   25   32   23   29   31 15.924772 0.043470 SUCCESS   5
000001101   30   25   23   29   21   25   35   21  8.080312 0.425665 SUCCESS   6
000001111   26   24   26   25   24   21   18   19  3.704625 0.882742 SUCCESS   7
000010001   26   25   20   25   29   15   24   14 10.186069 0.252208 SUCCESS   8
000010011   25   29   30   32   19   20   25   30  8.088917 0.424833 SUCCESS   9
000010101   24   26   30   25   17   21   29   19  6.400207 0.602497 SUCCESS  10
000010111   17   30   15   24   28   24   29   25  8.866082 0.353719 SUCCESS  11
000011001   22   31   19   18   22   27   25   35 10.366790 0.240220 SUCCESS  12
000011011   22   34   24   27   36   23   26   23 10.419748 0.236792 SUCCESS  13
000011101   25   23   24   23   13   28   30   16 10.559426 0.227933 SUCCESS  14
000011111   24   20   19   22   19   23   22   22  4.109757 0.847087 SUCCESS  15
000100011   25   29   16   25   31   20   20   17  9.720698 0.285179 SUCCESS  16
000100101   32   19   28   17   29   26   23   26  7.748660 0.458399 SUCCESS  17
000100111   26   14   31   20   24   25   22   34 11.527240 0.173576 SUCCESS  18
000101001   27   26   26   20   24   22   20   27  2.680542 0.952780 SUCCESS  19
000101011   22   23   33   28   23   16   28   23  7.714237 0.461870 SUCCESS  20
000101101   33   23   13   32   20   24   28   21 13.035230 0.110643 SUCCESS  21
000101111   18   32   20   21   22   28   29   27  7.468642 0.487013 SUCCESS  22
000110011   29   26   23   24   15   25   29   35 10.511763 0.230926 SUCCESS  23
000110101   14   24   27   32   27   32   28   37 17.334789 0.026806 SUCCESS  24
000110111   19   27   26   23   36   33   31   18 14.130807 0.078419 SUCCESS  25
000111001   27   21   26   31   21   23   34   19  8.443739 0.391367 SUCCESS  26
000111011   28   20   19   28   23   26   31   15  8.933604 0.347928 SUCCESS  27
000111101   23   33   28   31   26   19   27   23  7.326317 0.501869 SUCCESS  28
000111111   22   27   23   28   26   21   22   24  2.011281 0.980664 SUCCESS  29
001000011   22   26   16   24   22   29   19   33  8.857476 0.354462 SUCCESS  30
001000101   28   20   24   24   29   25   21   24  2.791093 0.946776 SUCCESS  31
001000111   22   30   21   24   31   20   29   20  6.451841 0.596754 SUCCESS  32
001001011   25   17   36   16   27   33   24   28 15.002634 0.059094 SUCCESS  33
001001101   39   27   24   34   24   24   22   13 18.993711 0.014893 SUCCESS  34
001001111   28   15   29   25   24   26   17   31  9.485033 0.303044 SUCCESS  35
001010011   24   21   28   24   35   23   19   28  7.681138 0.465221 SUCCESS  36
001010101   23   18   22   19   21   23   25   25  3.898585 0.866156 SUCCESS  37
001010111   27   31   31   16   19   24   23   25  8.307371 0.404036 SUCCESS  38
001011011   29   17   27   19   22   30   24   29  7.214442 0.513683 SUCCESS  39
001011101   25   22   16   13   25   20   19   26 10.930135 0.205689 SUCCESS  40
001011111   17   27   16   24   18   31   32   20 12.449378 0.132252 SUCCESS  41
001100101   12   28   15   26   28   19   26   24 12.812805 0.118455 SUCCESS  42
001100111   24   18   24   28   20   31   24   37 11.698031 0.165194 SUCCESS  43
001101011   27   19   34   29   23   20   28   36 13.478757 0.096405 SUCCESS  44
001101101   27   30   23   25   27   19   26   28  3.893951 0.866562 SUCCESS  45
001101111   27   26   20   16   27   29   28   19  7.171413 0.518257 SUCCESS  46
001110101   13   21   30   22   22   26   31   18 11.500099 0.174940 SUCCESS  47
001110111   38   26   15   25   29   27   32   22 15.579881 0.048804 SUCCESS  48
001111011   27   28   28   23   23   21   24   26  2.156254 0.975843 SUCCESS  49
001111101   27   21   25   29   20   28   20   22  4.121010 0.846044 SUCCESS  50
001111111   29   28   30   22   25   24   27   28  3.878064 0.867954 SUCCESS  51
010000011   26   17   23   29   20   24   30   26  5.672029 0.683915 SUCCESS  52
010000111   27   21   22   23   19   29   23   30  4.646622 0.794591 SUCCESS  53
010001011   26   25   20   22   20   31   22   22  4.340788 0.825142 SUCCESS  54
010001111   19   32   25   25   27   26   26   23  4.300407 0.829054 SUCCESS  55
010010011   30   18   35   33   18   21   23   16 16.255100 0.038871 SUCCESS  56
010010111   20   23   28   14   21   30   22   18  9.829924 0.277167 SUCCESS  57
010011011   35   31   24   35   24   24   24   22 11.640439 0.167982 SUCCESS  58
010011111   31   18   24   21   19   22   21   26  6.153288 0.630066 SUCCESS  59
010100011   19   26   27   26   25   27   24   20  2.867221 0.942412 SUCCESS  60
010100111   23   23   21   18   35   20   25   33 11.120785 0.194949 SUCCESS  61
010101011   20   20   28   17   19   22   29   23  6.966200 0.540284 SUCCESS  62
010101111   24   32   33   18   24   23   26   21  8.011466 0.432351 SUCCESS  63
010110011   12   20   29   31   29   20   19   28 13.576730 0.093487 SUCCESS  64
010110111   33   19   33   16   18   27   23   20 13.415869 0.098319 SUCCESS  65
010111011   27   23   25   17   23   20   25   27  3.908515 0.865282 SUCCESS  66
010111111   15   27   27   27   21   27   26   18  7.221724 0.512910 SUCCESS  67
