		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000010111   21   22   22   26   29   23   24   31  3.918445 0.864406 SUCCESS  11
000011001   23   22   25   27   29   22   29   23  2.749388 0.949087 SUCCESS  12
000011011   27   30   21   25   19   27   27   20  4.748567 0.784080 SUCCESS  13
000011101   25   20   22   18   22   26   24   24  3.179013 0.922626 SUCCESS  14
000011111   25   29   13   32   22   18   25   22 11.102249 0.195973 SUCCESS  15
000100011   23   31   20   32   14   28   24   38 18.172194 0.019972 SUCCESS  16
000100101   18   26   25   24   31   22   20   27  5.061684 0.750963 SUCCESS  17
000100111   29   27   26   24   22   27   24   20  2.656049 0.954057 SUCCESS  18
000101001   38   22   31   24   33   21   34   21 17.953740 0.021576 SUCCESS  19
000101011   30   20   21   20   30   27   18   31  8.654910 0.372238 SUCCESS  20
000101101   25   22   24   29   27   25   21   19  3.188943 0.921947 SUCCESS  21
000101111   19   20   23   22   26   16   18   33 10.346930 0.241515 SUCCESS  22
000110011   18   20   20   29   22   27   23   23  4.967021 0.761095 SUCCESS  23
000110101   16   18   22   26   27   25   22   22  5.864665 0.662388 SUCCESS  24
000110111   34   24   25   27   17   31   32   27 11.114827 0.195277 SUCCESS  25
000111001   19   21   27   20   26   20   22   22  4.246125 0.834262 SUCCESS  26
000111011   25   29   19   16   18   29   27   21  8.543035 0.382297 SUCCESS  27
000111101   31   26   30   19   17   22   22   17  9.644570 0.290864 SUCCESS  28
000111111   29   29   23   28   15   27   36   30 13.487363 0.096145 SUCCESS  29
001000011   30   19   25   19   32   28   41   27 18.775257 0.016109 SUCCESS  30
001000101   27   24   23   27   29   25   32   23  4.106447 0.847394 SUCCESS  31
001000111   23   30   18   31   15   32   18   37 19.645761 0.011763 SUCCESS  32
001001011   21   30   26   23   26   23   29   23  3.181661 0.922445 SUCCESS  33
001001101   26   25   25   24   28   18   21   14  7.500417 0.483724 SUCCESS  34
001001111   19   28   21   22   28   23   27   21  3.925726 0.863762 SUCCESS  35
001010011   40   26   34   21   31   24   32   25 19.132726 0.014166 SUCCESS  36
001010101   30   23   25   26   19   25   21   26  3.384227 0.907987 SUCCESS  37
001010111   21   19   23   28   24   20   17   17  7.820816 0.451166 SUCCESS  38
001011011   19   31   30   33   28   22   29   22  9.479075 0.303506 SUCCESS  39
001011101   22   24   21   19   26   33   30   30  7.876422 0.445634 SUCCESS  40
001011111   21   22   22   20   27   15   15   33 12.702255 0.122513 SUCCESS  41
001100101   18   29   27   27   22   22   27   31  5.825608 0.666759 SUCCESS  42
001100111   19   15   22   32   25   35   22   18 14.424064 0.071360 SUCCESS  43
001101011   23   23   21   28   29   24   30   26  3.546412 0.895558 SUCCESS  44
001101101   25   21   16   29   25   26   18   16  9.236790 0.322716 SUCCESS  45
001101111   33   25   23   25   27   31   23   28  6.013611 0.645707 SUCCESS  46
001110101   25   21   27   21   30   23   19   20  4.747243 0.784218 SUCCESS  47
001110111   26   31   13   21   24   34   22   17 14.424064 0.071360 SUCCESS  48
001111011   26   35   25   20   24   25   25   25  5.758086 0.674309 SUCCESS  49
001111101   31   19   25   22   31   16   28   24  8.731038 0.365491 SUCCESS  50
001111111   21   27   28   29   24   23   31   27  4.445381 0.814872 SUCCESS  51
010000011   25   22   24   27   23   22   28   24  1.435358 0.993730 SUCCESS  52
010000111   26   24   22   12   23   20   30   26  9.212297 0.324705 SUCCESS  53
010001011   30   23   26   22   23   27   22   24  2.384637 0.966893 SUCCESS  54
010001111   38   27   21   32   12   30   28   34 23.359467 0.002932 FAILURE  55
010010011   20   32   23   19   33   29   22   16 11.848963 0.158071 SUCCESS  56
010010111   23   19   26   26   22   19   20   23  3.915797 0.864640 SUCCESS  57
010011011   30   24   27   24   18   25   17   19  6.933101 0.543868 SUCCESS  58
010011111   19   26   24   27   28   20   27   29  4.189856 0.839600 SUCCESS  59
010100011   28   18   22   31   30   27   28   32  8.987886 0.343319 SUCCESS  60
010100111   26   26   41   25   29   21   33   34 20.336206 0.009136 FAILURE  61
010101011   27   24   18   19   20   21   16   20  8.379526 0.397302 SUCCESS  62
010101111   22   20   29   27   24   20   20   19  5.127882 0.743825 SUCCESS  63
010110011   23   34   21   21   27   23   24   20  6.163218 0.628955 SUCCESS  64
010110111   23   30   29   24   34   24   17   25  8.562895 0.380499 SUCCESS  65
010111011   18   28   25   24   24   24   24   23  2.409131 0.965834 SUCCESS  66
010111111   16   23   32   17   27   18   28   29 11.306139 0.184949 SUCCESS  67
011000111   23   28   27   28   24   20   28   22  3.088322 0.928693 SUCCESS  68
011001111   20   22   32   18   27   32   22   24  8.231243 0.411214 SUCCESS  69
011010111   24   21   20   32   25   20   34   22  8.748249 0.363977 SUCCESS  70
011011111   28   31   31   20   32   28   16   27 11.334604 0.183451 SUCCESS  71
011101111   23   30   26   23   31   30   23   22  5.106036 0.746185 SUCCESS  72
011111111   22   33   20   31   19   21   22   28  8.561571 0.380619 SUCCESS  73
100000000   25   27   26   25   26   23   17   24  2.943348 0.937862 SUCCESS  74
100010000   27   16   27   22   29   21   23   25  5.290067 0.726171 SUCCESS  75
100100000   21   23   33   29   23   27   30   28  6.852339 0.552645 SUCCESS  76
100101000   19   20   33   19   12   23   25   33 16.169043 0.040024 SUCCESS  77
100110000   19   25   30   25   22   19   26   25  4.197138 0.838913 SUCCESS  78
100111000   33   29   21   27   23   24   27   23  5.266897 0.728706 SUCCESS  79
101000000   36   24   22   23   24   23   20   23  7.027764 0.533640 SUCCESS  80
101000100   32   28   31   25   28   22   23   26  5.844144 0.664685 SUCCESS  81
101001000   24   23   22   31   26   17   29   29  6.401531 0.602349 SUCCESS  82
101001100   30   30   21   30   30   24   34   25  9.734599 0.284150 SUCCESS  83
101010000   25   18   18   22   29   28   23   28  5.807073 0.668832 SUCCESS  84
101010100   29   29   26   18   35   31   31   22 12.335518 0.136850 SUCCESS  85
101011000   30   28   21   32   22   22   24   21  5.799791 0.669647 SUCCESS  86
101011100   22   13   19   24   17   16   23   26 12.488435 0.130705 SUCCESS  87
101100000   28   29   30   19   22   22   21   20  5.807073 0.668832 SUCCESS  88
101100100   25   24   18   21   23   39   21   21 12.340152 0.136660 SUCCESS  89
101101000   23   24   23   13   36   16   16   20 18.175504 0.019949 SUCCESS  90
101101100   23   30   32   28   18   28   23   21  7.266076 0.508216 SUCCESS  91
101110000   29   16   21   28   17   24   26   14 11.939654 0.153917 SUCCESS  92
101110100   23   24   19   34   10   25   29   34 18.831525 0.015787 SUCCESS  93
101111000   24   27   27   25   27   26   18   24  2.732177 0.950025 SUCCESS  94
101111100   24   24   27   22   29   23   13   24  7.035045 0.532856 SUCCESS  95
110000000   24   28   33   21   21   25   21   25  5.189446 0.737149 SUCCESS  96
110000010   19   27   27   29   23   23   22   31  4.961063 0.761730 SUCCESS  97
110000100   23   25   22   25   21   33   19   19  6.450517 0.596901 SUCCESS  98
110001000   26   26   29   19   31   24   19   26  5.545591 0.697984 SUCCESS  99
110001010   38   15   22   20   31   19   23   25 15.822827 0.044987 SUCCESS 100
110010000   20   24   29   29   30   30   31   27  7.412374 0.492863 SUCCESS 101
110010010   29   29   19   33   28   23   29   18  9.427440 0.307530 SUCCESS 102
110010100   27   25   29   21   18   26   29   31  6.275093 0.616447 SUCCESS 103
110011000   13   27   25   23   28   17   25   25  8.788630 0.360440 SUCCESS 104
110011010   22   24   17   25   21   15   24   27  7.109849 0.524829 SUCCESS 105
110100000   27   26   21   23   23   18   24   22  3.035364 0.932119 SUCCESS 106
110100010   40   30   31   19   29   17   18   22 19.917172 0.010654 SUCCESS 107
110100100   29   31   28   26   25   28   18   31  7.547418 0.478878 SUCCESS 108
110101000   19   23   23   28   30   23   24   25  3.384227 0.907987 SUCCESS 109
110101010   26   30   19   11   36   27   26   16 19.364419 0.013028 SUCCESS 110
110101100   30   27   15   30   18   32   25   22 11.129391 0.194475 SUCCESS 111
110110000   23   30   32   20   27   22   25   25  5.241080 0.731526 SUCCESS 112
110110010   21   22   22   23   21   30   28   22  3.671526 0.885478 SUCCESS 113
110110100   20   16   27   17   25   27   20   24  7.542122 0.479423 SUCCESS 114
110111000   31   28   19   31   23   22   28   18  8.087593 0.424961 SUCCESS 115
110111010   23   26   22   39   14   20   24   29 15.772517 0.045754 SUCCESS 116
110111100   28   23   30   28   30   31   23   22  6.013611 0.645707 SUCCESS 117
111000000   28   25   24   28   16   30   23   26  5.630324 0.688562 SUCCESS 118
111000010   31   18   22   31   24   34   27   25  9.885531 0.273152 SUCCESS 119
111000100   22   21   27   25   31   23   20   28  4.333506 0.825850 SUCCESS 120
111000110   22   22   23   23   19   30   24   23  3.306775 0.913658 SUCCESS 121
111001000   22   15   26   31   24   27   32   25  8.697939 0.368415 SUCCESS 122
111001010   19   27   28   20   26   16   27   31  8.120692 0.421770 SUCCESS 123
111001100   13   18   27   26   25   18   28   23 10.016603 0.263863 SUCCESS 124
111010000   22   27   16   28   17   21   25   25  6.907283 0.546668 SUCCESS 125
111010010   19   25   32   28   20   25   19   31  8.163721 0.417643 SUCCESS 126
111010100   20   24   21   26   26   24   26   28  2.197959 0.974333 SUCCESS 127
111010110   23   26   21   29   20   33   20   16  9.340059 0.314426 SUCCESS 128
111011000   21   29   24   17   25   27   24   25  4.036277 0.853836 SUCCESS 129
111011010   26   21   30   18   27   31   22   29  6.935749 0.543581 SUCCESS 130
111011100   25   25   18   19   23   23   35   24  7.934014 0.439942 SUCCESS 131
111100000   25   21   24   27   23   28   21   23  2.002675 0.980930 SUCCESS 132
111100010   23   14   29   12   29   22   17   29 16.430525 0.036617 SUCCESS 133
111100100   25   21   19   38   31   19   35   29 18.317167 0.018970 SUCCESS 134
111100110   20   26   30   32   27   16   18   25  9.730627 0.284444 SUCCESS 135
111101000   29   24   28   22   25   16   23   18  6.518039 0.589407 SUCCESS 136
111101010   26   26   21   30   37   22   32   22 11.699355 0.165130 SUCCESS 137
111101100   20   36   19   22   20   32   26   31 13.223233 0.104396 SUCCESS 138
111101110   25   30   31   28   29   21   29   26  6.132767 0.632363 SUCCESS 139
111110000   26   12   19   27   26   24   26   24  8.373569 0.397855 SUCCESS 140
111110010   24   32   19   28   29   15   23   30 10.290662 0.245215 SUCCESS 141
111110100   25   26   27   21   20   25   26   26  1.952365 0.982438 SUCCESS 142
111110110   22   34   28   19   23   33   22   30 10.724259 0.217818 SUCCESS 143
111111000   32   11   23   20   30   27   27   27 13.145781 0.106931 SUCCESS 144
111111010   19   34   32   24   22   28   29   26  9.394341 0.310129 SUCCESS 145
111111100   21   15   25   29   24   25   26   26  5.383406 0.715921 SUCCESS 146
111111110   22   33   20   31   19   21   22   28  8.561571 0.380619 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   19   24   24   20   31   28   26   23  4.655228 0.793710 SUCCESS   0
000000011   31   23   22   14   34   17   31   20 15.644755 0.047756 SUCCESS   1
000000101   15   23   30   20   25   33   16   34 16.018111 0.042122 SUCCESS   2
000000111   24   24   21   15   20   15   26   21  9.404933 0.309296 SUCCESS   3
000001001   23   21   30   30   21   33   16   25  9.858389 0.275106 SUCCESS   4
000001011   21   24   27   20   30   31   16   29  8.663516 0.371471 SUCCESS   5
000001101   20   21   18   20   24   15   30   23  9.024295 0.340251 SUCCESS   6
000001111   25   17   20   33   20   21   32   19 11.280322 0.186316 SUCCESS   7
000010001   16   22   20   22   20   30   27   20  7.550728 0.478538 SUCCESS   8
000010011   25   23   31   32   24   31   26   18  8.088917 0.424833 SUCCESS   9
000010101   21   35   24   23   21   25   22   32  8.537078 0.382837 SUCCESS  10
000010111   19   27   26   26   36   26   19   33 11.919132 0.154849 SUCCESS  11
000011001   25   19   27   20   28   22   31   29  5.893130 0.659202 SUCCESS  12
000011011   15   24   21   22   31   20   35   30 13.239120 0.103883 SUCCESS  13
000011101   27   28   29   20   22   21   23   24  3.375621 0.908625 SUCCESS  14
000011111   33   26   20   32   23   25   24   22  6.859621 0.551852 SUCCESS  15
000100011   24   28   20   21   19   27   25   25  3.417326 0.905510 SUCCESS  16
000100101   30   23   29   23   26   31   24   30  5.683283 0.682660 SUCCESS  17
000100111   28   24   31   22   32   23   31   18  8.758179 0.363105 SUCCESS  18
000101001   23   35   24   24   29   22   24   23  6.088414 0.637329 SUCCESS  19
000101011   15   26   25   21   24   31   21   26  6.806662 0.557629 SUCCESS  20
000101101   23   28   18   22   28   29   25   20  4.892217 0.769032 SUCCESS  21
000101111   19   29   27   20   30   22   20   31  7.477248 0.486121 SUCCESS  22
000110011   26   23   23   15   23   22   28   28  5.442322 0.709422 SUCCESS  23
000110101   28   18   20   21   25   21   36   20 10.619666 0.224194 SUCCESS  24
000110111   17   21   29   26   28   24   33   30  8.834307 0.356466 SUCCESS  25
000111001   20   26   20   26   20   26   20   26  3.713231 0.882026 SUCCESS  26
000111011   15   36   24   12   14   18   31   26 24.234605 0.002093 FAILURE  27
000111101   17   22   28   25   21   26   25   25  3.756260 0.878418 SUCCESS  28
000111111   29   24   15   32   22   27   20   27  8.731038 0.365491 SUCCESS  29
001000011   21   25   27   31   24   33   35   26 10.649455 0.222363 SUCCESS  30
001000101   20   17   30   31   20   23   30   24  8.552965 0.381397 SUCCESS  31
001000111   19   33   17   23   22   28   21   31  9.900094 0.272108 SUCCESS  32
001001011   28   30   29   26   36   17   28   31 13.302008 0.101872 SUCCESS  33
001001101   24   22   27   25   24   23   21   21  1.620713 0.990517 SUCCESS  34
001001111   22   22   32   24   25   25   22   18  4.951133 0.762786 SUCCESS  35
001010011   19   31   33   21   27   16   21   32 12.917398 0.114723 SUCCESS  36
001010101   40   16   23   25   19   20   25   21 15.957871 0.042987 SUCCESS  37
001010111   23   26   13   27   25   31   28   30  9.723345 0.284983 SUCCESS  38
001011011   25   28   25   25   34   22   16   21  8.222637 0.412030 SUCCESS  39
001011101   27   22   19   20   27   27   21   34  7.553376 0.478266 SUCCESS  40
001011111   24   22   31   21   23   22   28   22  3.705949 0.882632 SUCCESS  41
001100101   29   23   21   21   26   26   26   21  2.773882 0.947737 SUCCESS  42
001100111   33   29   26   18   24   23   21   31  8.300089 0.404719 SUCCESS  43
001101011   22   22   16   24   28   36   29   18 12.365969 0.135607 SUCCESS  44
001101101   21   22   24   25   25   20   21   22  2.323073 0.969471 SUCCESS  45
001101111   24   19   32   29   25   27   29   31  7.632151 0.470202 SUCCESS  46
001110101   31   21   25   24   20   19   20   20  6.051344 0.641481 SUCCESS  47
001110111   25   24   20   21   28   14   34   21 10.856655 0.209954 SUCCESS  48
001111011   20   19   29   21   20   25   27   19  5.797143 0.669943 SUCCESS  49
001111101   25   27   18   32   23   21   32   29  8.402034 0.395215 SUCCESS  50
001111111   25   24   28   24   27   27   23   23  1.317526 0.995339 SUCCESS  51
010000011   15   18   27   25   24   20   24   22  6.855649 0.552284 SUCCESS  52
010000111   24   34   23   25   20   29   24   24  5.740875 0.676232 SUCCESS  53
010001011   13   23   24   31   22   24   23   22  8.017424 0.431770 SUCCESS  54
010001111   28   22   21   26   21   29   21   28  3.816500 0.873288 SUCCESS  55
010010011   29   24   23   21   18   23   19   18  6.262515 0.617852 SUCCESS  56
010010111   25   34   26   20   42   21   34   24 22.377089 0.004263 FAILURE  57
010011011   25   24   29   23   20   24   17   24  4.154109 0.842958 SUCCESS  58
010011111   18   25   31   19   23   23   27   23  5.366194 0.717815 SUCCESS  59
010100011   25   24   23   19   29   20   30   28  4.935246 0.764474 SUCCESS  60
010100111   19   27   22   29   25   24   25   30  4.028995 0.854498 SUCCESS  61
010101011   40   16   25   23   23   21   22   20 15.034409 0.058480 SUCCESS  62
010101111   24   22   20   23   25   24   32   24  3.629821 0.888884 SUCCESS  63
010110011   28   19   26   29   24   21   22   19  4.764455 0.782429 SUCCESS  64
010110111   25   29   26   25   30   30   19   15  8.672122 0.370706 SUCCESS  65
010111011   28   20   15   20   22   23   20   27  7.364049 0.497911 SUCCESS  66
010111111   29   24   24   20   27   19   18   20  5.805749 0.668980 SUCCESS  67
011000111   22   20   26   27   14   18   27   32 10.509115 0.231093 SUCCESS  68
011001111   26   34   28   18   24   18   22   30  9.612795 0.293261 SUCCESS  69
011010111   24   28   24   22   33   31   28   18  8.071706 0.426497 SUCCESS  70
011011111   21   19   28   26   21   31   27   25  5.019979 0.755439 SUCCESS  71
011101111   20   26   25   21   27   22   18   30  5.027261 0.754659 SUCCESS  72
011111111   25   21   26   16   19   25   29   23  5.831566 0.666092 SUCCESS  73
100000000   19   24   24   20   31   28   26   23  4.655228 0.793710 SUCCESS  74
100010000   27   17   26   23   25   27   30   23  4.511579 0.808274 SUCCESS  75
100100000   23   31   27   27   20   30   17   21  7.460037 0.487906 SUCCESS  76
100101000   20   22   23   29   17   21   18   27  6.872860 0.550410 SUCCESS  77
100110000   22   20   33   22   25   25   15   27  8.501331 0.386090 SUCCESS  78
100111000   38   34   16   20   28   25   17   20 19.255193 0.013553 SUCCESS  79
101000000   21   19   17   19   30   21   25   20  7.931366 0.440203 SUCCESS  80
101000100   28   22   25   25   16   26   30   25  5.265573 0.728851 SUCCESS  81
101001000   22   17   23   29   23   28   24   33  7.316387 0.502913 SUCCESS  82
101001100   23   28   33   19   26   28   25   24  5.681959 0.682808 SUCCESS  83
101010000   18   22   16   32   18   22   28   22 10.186069 0.252208 SUCCESS  84
101010100   40   32   18   28   22   23   28   20 16.740331 0.032929 SUCCESS  85
101011000   24   19   35   22   23   30   20   29  9.375806 0.311592 SUCCESS  86
101011100   31   21   21   23   24   28   32   25  5.927553 0.655347 SUCCESS  87
101100000   23   21   26   20   19   25   26   31  4.705539 0.788535 SUCCESS  88
101100100   19   28   32   24   22   24   25   23  4.587706 0.800596 SUCCESS  89
101101000   20   18   19   20   24   24   24   17  6.947664 0.542290 SUCCESS  90
101101100   23   18   30   20   34   24   25   25  7.909521 0.442358 SUCCESS  91
101110000   32   27   19   31   34   27   30   35 16.099535 0.040977 SUCCESS  92
101110100   25   20   22   17   28   20   28   21  5.805749 0.668980 SUCCESS  93
101111000   22   24   35   25   29   19   25   30  8.503979 0.385849 SUCCESS  94
101111100   24   27   24   27   31   27   22   29  3.860852 0.869454 SUCCESS  95
110000000   25   28   27   11   33   23   23   22 12.001218 0.151150 SUCCESS  96
110000010   23   24   29   23   27   29   23   28  2.885756 0.941321 SUCCESS  97
110000100   22   22   28   22   24   31   22   24  3.384227 0.907987 SUCCESS  98
110001000   31   22   27   25   29   22   23   30  4.945175 0.763419 SUCCESS  99
110001010   27   20   27   28   24   30   26   24  3.394157 0.907247 SUCCESS 100
110010000   21   34   34   28   23   29   25   22 10.089420 0.258806 SUCCESS 101
110010010   23   21   27   32   25   20   24   19  5.383406 0.715921 SUCCESS 102
110010100   22   23   26   26   19   16   28   29  6.213529 0.623327 SUCCESS 103
110011000   20   17   35   30   25   24   25   34 13.172922 0.106037 SUCCESS 104
110011010   23   19   16   20   26   27   18   24  7.262105 0.508636 SUCCESS 105
110100000   20   19   18   18   31   26   23   24  7.567939 0.476770 SUCCESS 106
110100010   20   31   27   23   22   24   26   22  3.638427 0.888185 SUCCESS 107
110100100   20   22   26   27   27   23   14   31  8.255736 0.408896 SUCCESS 108
110101000   22   22   18   25   24   26   29   21  3.739048 0.879867 SUCCESS 109
110101010   40   32   20   26   26   24   25   19 15.054269 0.058099 SUCCESS 110
110101100   16   23   19   26   21   24   25   32  7.373979 0.496872 SUCCESS 111
110110000   22   23   30   19   21   24   32   29  6.731859 0.565820 SUCCESS 112
110110010   23   25   35   25   28   22   25   21  6.173148 0.627844 SUCCESS 113
110110100   20   22   19   24   27   24   23   18  4.415591 0.817817 SUCCESS 114
110111000   35   25   15   30   30   23   26   32 13.817691 0.086643 SUCCESS 115
110111010   26   25   28   17   25   20   31   17  7.992930 0.434161 SUCCESS 116
110111100   21   25   35   26   30   23   23   29  7.767195 0.456535 SUCCESS 117
111000000   26   24   25   19   30   26   24   34  6.715971 0.567564 SUCCESS 118
111000010   20   35   25   27   26   23   24   20  6.901326 0.547315 SUCCESS 119
111000100   35   24   30   29   27   26   26   30  8.828349 0.356983 SUCCESS 120
111000110   31   22   23   20   27   27   19   20  5.620395 0.689668 SUCCESS 121
111001000   27   28   30   23   22   30   35   27  8.870053 0.353377 SUCCESS 122
111001010   25   27   32   25   22   28   21   24  4.054812 0.852145 SUCCESS 123
111001100   24   27   29   26   29   25   21   36  8.403358 0.395093 SUCCESS 124
111010000   22   23   17   14   30   24   22   23  8.889251 0.351725 SUCCESS 125
111010010   22   22   26   18   26   22   21   21  3.661596 0.886293 SUCCESS 126
111010100   24   25   19   20   24   29   29   14  8.458302 0.390028 SUCCESS 127
111010110   15   23   27   18   24   23   20   32  9.203691 0.325405 SUCCESS 128
111011000   20   27   26   22   17   28   38   31 14.011651 0.081462 SUCCESS 129
111011010   22   21   22   23   23   27   26   20  2.357496 0.968045 SUCCESS 130
111011100   29   21   19   27   25   19   31   32  8.452344 0.390575 SUCCESS 131
111100000   22   22   23   29   35   20   15   30 12.120374 0.145913 SUCCESS 132
111100010   25   25   28   25   20   30   25   31  4.606242 0.798712 SUCCESS 133
111100100   29   26   29   32   24   25   27   19  5.894454 0.659053 SUCCESS 134
111100110   24   16   30   22   33   31   27   32 12.283883 0.138980 SUCCESS 135
111101000   23   22   19   20   20   23   28   26  3.941614 0.862352 SUCCESS 136
111101010   22   28   23   23   26   30   22   21  3.130027 0.925934 SUCCESS 137
111101100   18   25   35   30   19   19   34   30 15.545458 0.049368 SUCCESS 138
111101110   26   24   31   36   29   20   24   31 11.233983 0.188791 SUCCESS 139
111110000   21   20   21   34   31   21   23   22  8.366287 0.398532 SUCCESS 140
111110010   29   33   25   24   22   30   23   17  8.028677 0.430674 SUCCESS 141
111110100   17   29   18   19   18   22   27   18 10.184745 0.252298 SUCCESS 142
111110110   25   19   30   34   23   22   30   32 10.589215 0.226078 SUCCESS 143
111111000   29   18   17   20   26   23   19   25  7.211794 0.513964 SUCCESS 144
111111010   23   31   23   20   20   21   29   26  5.146417 0.741818 SUCCESS 145
111111100   27   19   23   22   16   24   25   23  4.941203 0.763842 SUCCESS 146
111111110   25   21   26   16   19   25   29   23  5.831566 0.666092 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   30   16   25   31   27   20   23   26  7.477248 0.486121 SUCCESS   0
000000011   25   25   29   30   23   21   26   24  2.944672 0.937781 SUCCESS   1
000000101   25   19   23   27   25   16   21   29  6.009639 0.646152 SUCCESS   2
000000111   25   33   22   31   31   21   23   27  7.945268 0.438835 SUCCESS   3
000001001   15   27   28   22   16   30   22   30 10.713005 0.218497 SUCCESS   4
000001011   24   19   13   32   20   23   26   29 11.102249 0.195973 SUCCESS   5
000001101   22   22   29   27   26   33   26   22  5.266897 0.728706 SUCCESS   6
000001111   29   26   29   37   30   23   26   20 10.971177 0.203338 SUCCESS   7
000010001   30   22   18   29   17   34   25   27 10.731541 0.217379 SUCCESS   8
000010011   20   21   28   20   20   26   27   38 11.731130 0.163609 SUCCESS   9
000010101   23   37   35   29   26   23   26   30 14.099032 0.079220 SUCCESS  10
000010111   21   28   25   26   24   19   17   32  7.171413 0.518257 SUCCESS  11
000011001   32   25   28   31   19   25   22   20  7.172737 0.518116 SUCCESS  12
000011011   22   27   26   24   26   30   25   25  2.114550 0.977297 SUCCESS  13
000011101   24   36   14   36   26   24   32   22 18.799750 0.015968 SUCCESS  14
000011111   26   24   23   38   27   24   17   20 11.468324 0.176548 SUCCESS  15
000100011   24   20   24   25   19   30   29   24  4.316294 0.827518 SUCCESS  16
000100101   14   26   19   18   25   18   22   24  9.659133 0.289770 SUCCESS  17
000100111   17   26   26   19   26   28   24   37 11.163813 0.192589 SUCCESS  18
000101001   29   28   21   23   31   34   21   35 13.021991 0.111095 SUCCESS  19
000101011   24   36   34   27   31   32   23   25 14.294316 0.074409 SUCCESS  20
000101101   30   16   17   27   23   30   28   27  9.171916 0.328002 SUCCESS  21
000101111   18   26   24   29   20   25   22   24  3.832387 0.871920 SUCCESS  22
000110011   30   23   25   29   22   24   16   25  5.578690 0.694307 SUCCESS  23
000110101   22   18   25   17   20   25   30   20  7.296528 0.505004 SUCCESS  24
000110111   26   21   26   21   24   28   22   24  2.002675 0.980930 SUCCESS  25
000111001   33   15   10   25   26   19   24   27 17.312282 0.027017 SUCCESS  26
000111011   28   29   14   29   26   25   26   23  7.240259 0.510946 SUCCESS  27
000111101   26   26   25   29   33   17   17   26  9.011055 0.341364 SUCCESS  28
000111111   24   13   24   32   19   16   23   26 12.380532 0.135016 SUCCESS  29
001000011   22   22   25   24   26   24   18   20  3.179013 0.922626 SUCCESS  30
001000101   26   30   23   22   23   31   14   25  8.290159 0.405652 SUCCESS  31
001000111   24   18   28   36   16   28   31   29 14.274457 0.074886 SUCCESS  32
001001011   19   20   32   15   28   15   23   19 13.854099 0.085648 SUCCESS  33
001001101   24   18   25   24   32   33   29   18  9.977546 0.266605 SUCCESS  34
001001111   25   28   22   19   30   23   29   29  5.249686 0.730586 SUCCESS  35
001010011   25   26   23   21   21   25   20   21  2.509752 0.961275 SUCCESS  36
001010101   20   33   31   19   23   24   30   33 11.588805 0.170515 SUCCESS  37
001010111   23   34   29   25   31   24   27   21  7.530206 0.480650 SUCCESS  38
001011011   26   22   23   21   20   21   26   24  2.348891 0.968405 SUCCESS  39
001011101   26   18   25   27   24   18   17   21  6.694788 0.569892 SUCCESS  40
001011111   20   37   25   26   19   29   23   21 10.375396 0.239660 SUCCESS  41
001100101   21   20   27   20   20   21   20   23  4.626763 0.796621 SUCCESS  42
001100111   26   22   23   21   25   23   14   14 10.184745 0.252298 SUCCESS  43
001101011   23   15   14   20   25   29   29   23 11.118137 0.195095 SUCCESS  44
001101101   21   23   29   21   24   26   16   28  5.611789 0.690626 SUCCESS  45
001101111   32   18   26   29   32   24   27   21  8.419245 0.393624 SUCCESS  46
001110101   24   32   23   32   24   22   20   25  6.071203 0.639256 SUCCESS  47
001110111   22   31   20   22   28   21   29   21  5.578690 0.694307 SUCCESS  48
001111011   27   26   25   25   29   22   20   18  4.121010 0.846044 SUCCESS  49
001111101   17   29   26   27   24   21   32   29  7.452755 0.488662 SUCCESS  50
001111111   23   25   28   25   20   12   22   23  8.321934 0.402671 SUCCESS  51
010000011   28   20   22   36   27   26   26   16 10.807668 0.212837 SUCCESS  52
010000111   25   28   23   34   24   25   15   22  8.561571 0.380619 SUCCESS  53
010001011   28   15   17   15   19   28   18   21 14.361176 0.072824 SUCCESS  54
010001111   20   19   25   33   12   17   29   28 15.482570 0.050414 SUCCESS  55
010010011   20   20   35   22   34   30   25   15 15.637473 0.047873 SUCCESS  56
010010111   21   28   25   18   30   22   29   19  6.493546 0.592124 SUCCESS  57
